Year,CountryCode,Population
1971,GTM,5589563
1972,GTM,5723759
1973,GTM,5858466
1974,GTM,5994300
1975,GTM,6131151
1976,GTM,6269983
1977,GTM,6412667
1978,GTM,6561919
1979,GTM,6720582
1980,GTM,6890346
1981,GTM,7071186
1982,GTM,7262658
1983,GTM,7462585
1984,GTM,7669863
1985,GTM,7884034
1986,GTM,8104921
1987,GTM,8332446
1988,GTM,8566331
1989,GTM,8805995
1990,GTM,9050115
1991,GTM,9296814
1992,GTM,9544055
1993,GTM,9790619
1994,GTM,10037522
1995,GTM,10286786
1996,GTM,10536942
1997,GTM,10788362
1998,GTM,11046215
1999,GTM,11311078
2000,GTM,11589761
2001,GTM,11871565
2002,GTM,12147518
2003,GTM,12415334
2004,GTM,12682108
2005,GTM,12948292
2006,GTM,13213330
2007,GTM,13477017
2008,GTM,13739299
2009,GTM,14000190
2010,GTM,14259687
2011,GTM,14521515
2012,GTM,14781942
2013,GTM,15043981
1960,GUM,72374
1961,GUM,73873
1962,GUM,75412
1963,GUM,76996
1964,GUM,78621
1965,GUM,80255
1966,GUM,81879
1967,GUM,83480
1968,GUM,85046
1969,GUM,86534
1970,GUM,88300
1971,GUM,90505
1972,GUM,92815
1973,GUM,95100
1974,GUM,97329
1975,GUM,99478
1976,GUM,101590
1977,GUM,103676
1978,GUM,105710
1979,GUM,107790
1980,GUM,110286
1981,GUM,113221
1982,GUM,116189
1983,GUM,119067
1984,GUM,121885
1985,GUM,124675
1986,GUM,127462
1987,GUM,130259
1988,GUM,133079
1989,GUM,135759
1990,GUM,138263
1991,GUM,140739
1992,GUM,143173
1993,GUM,145541
1994,GUM,147843
1995,GUM,150094
1996,GUM,152261
1997,GUM,154330
1998,GUM,156357
1999,GUM,158395
2000,GUM,160188
2001,GUM,161524
2002,GUM,162563
2003,GUM,163385
2004,GUM,164004
2005,GUM,164430
2006,GUM,164675
2007,GUM,164763
2008,GUM,164725
2009,GUM,164580
2010,GUM,164905
2011,GUM,165649
2012,GUM,166392
2013,GUM,167054
1960,GUY,571990
1961,GUY,588597
1962,GUY,604833
1963,GUY,620703
1964,GUY,635957
1965,GUY,650207
1966,GUY,663241
1967,GUY,675064
1968,GUY,685887
1969,GUY,695919
1970,GUY,705261
1971,GUY,713904
1972,GUY,721994
1973,GUY,729865
1974,GUY,737701
1975,GUY,745590
1976,GUY,753553
1977,GUY,761378
1978,GUY,768609
1979,GUY,774482
1980,GUY,778176
1981,GUY,779686
1982,GUY,779639
1983,GUY,778372
1984,GUY,776007
1985,GUY,772671
1986,GUY,768508
1987,GUY,763706
1988,GUY,758450
1989,GUY,752897
1990,GUY,747116
1991,GUY,744096
1992,GUY,744998
1993,GUY,747189
1994,GUY,749546
1995,GUY,751689
1996,GUY,753571
1997,GUY,755211
1998,GUY,756697
1999,GUY,758014
2000,GUY,759051
2001,GUY,759809
2002,GUY,760323
2003,GUY,760562
2004,GUY,760424
2005,GUY,759709
2006,GUY,758367
2007,GUY,756521
2008,GUY,754150
2009,GUY,751258
2010,GUY,747932
2011,GUY,744230
2012,GUY,743966
2013,GUY,747420
1960,HKG,3114671
1961,HKG,3168100
1962,HKG,3305200
1963,HKG,3420900
1964,HKG,3504600
1965,HKG,3597900
1966,HKG,3629900
1967,HKG,3722800
1968,HKG,3802700
1969,HKG,3863900
1970,HKG,3959000
1971,HKG,4045300
1972,HKG,4123600
1973,HKG,4241600
1974,HKG,4377800
1975,HKG,4461600
1976,HKG,4518000
1977,HKG,4583700
1978,HKG,4667500
1979,HKG,4929700
1980,HKG,5063100
1981,HKG,5183400
1982,HKG,5264500
1983,HKG,5345100
1984,HKG,5397900
1985,HKG,5456200
1986,HKG,5524600
1987,HKG,5580500
1988,HKG,5627600
1989,HKG,5686200
1990,HKG,5704500
1991,HKG,5752000
1992,HKG,5800500
1993,HKG,5901000
1994,HKG,6035400
1995,HKG,6156100
1996,HKG,6435500
1997,HKG,6489300
1998,HKG,6543700
1999,HKG,6606500
2000,HKG,6665000
2001,HKG,6714300
2002,HKG,6744100
2003,HKG,6730800
2004,HKG,6783500
2005,HKG,6813200
2006,HKG,6857100
2007,HKG,6916300
2008,HKG,6957800
2009,HKG,6972800
2010,HKG,7024200
2011,HKG,7071600
2012,HKG,7150100
2013,HKG,7178900
1960,HND,2078617
1961,HND,2139928
1962,HND,2202854
1963,HND,2267708
1964,HND,2334492
1965,HND,2403465
1966,HND,2474523
1967,HND,2547497
1968,HND,2622982
1969,HND,2701381
1970,HND,2782753
1971,HND,2867501
1972,HND,2956021
1973,HND,3046715
1974,HND,3136539
1975,HND,3231631
1976,HND,3334814
1977,HND,3441122
1978,HND,3550368
1979,HND,3662736
1980,HND,3777990
1981,HND,3895736
1982,HND,4015647
1983,HND,4137784
1984,HND,4261919
1985,HND,4387693
1986,HND,4515568
1987,HND,4645733
1988,HND,4778114
1989,HND,4913676
1990,HND,5053234
1991,HND,5196887
1992,HND,5344774
1993,HND,5496841
1994,HND,5652934
1995,HND,5812832
1996,HND,5976550
1997,HND,6144112
1998,HND,6308537
1999,HND,6477365
2000,HND,6656725
2001,HND,6837861
2002,HND,7019908
2003,HND,7201881
2004,HND,7383407
2005,HND,7564613
2006,HND,7745200
2007,HND,7924462
2008,HND,8101777
2009,HND,8277302
2010,HND,8450933
2011,HND,8622504
2012,HND,8792367
2013,HND,8960657
1960,HRV,4140181
1961,HRV,4167292
1962,HRV,4196712
1963,HRV,4225675
1964,HRV,4252876
1965,HRV,4280923
1966,HRV,4310701
1967,HRV,4338683
1968,HRV,4365628
1969,HRV,4391490
1970,HRV,4412252
1971,HRV,4431275
1972,HRV,4450564
1973,HRV,4470161
1974,HRV,4490660
1975,HRV,4512082
1976,HRV,4535934
1977,HRV,4559571
1978,HRV,4581085
1979,HRV,4594778
1980,HRV,4599782
1981,HRV,4611509
1982,HRV,4634234
1983,HRV,4658254
1984,HRV,4680285
1985,HRV,4701417
1986,HRV,4721446
1987,HRV,4739745
1988,HRV,4755207
1989,HRV,4767260
1990,HRV,4777368
1991,HRV,4689022
1992,HRV,4575818
1993,HRV,4600463
1994,HRV,4652024
1995,HRV,4620030
1996,HRV,4557097
1997,HRV,4534920
1998,HRV,4532135
1999,HRV,4512597
2000,HRV,4468302
2001,HRV,4299642
2002,HRV,4302174
2003,HRV,4303399
2004,HRV,4304600
2005,HRV,4310145
2006,HRV,4311159
2007,HRV,4310217
2008,HRV,4309705
2009,HRV,4305181
2010,HRV,4295427
2011,HRV,4280622
2012,HRV,4267558
2013,HRV,4255689
1960,HTI,3901139
1961,HTI,3974934
1962,HTI,4049504
1963,HTI,4122260
1964,HTI,4196349
1965,HTI,4274348
1966,HTI,4352949
1967,HTI,4432716
1968,HTI,4514006
1969,HTI,4596642
1970,HTI,4680812
1971,HTI,4766423
1972,HTI,4853117
1973,HTI,4940710
1974,HTI,5030652
1975,HTI,5124560
1976,HTI,5222342
1977,HTI,5323827
1978,HTI,5428667
1979,HTI,5536423
1980,HTI,5646676
1981,HTI,5760197
1982,HTI,5877684
1983,HTI,5997739
1984,HTI,6119932
1985,HTI,6245539
1986,HTI,6375097
1987,HTI,6508349
1988,HTI,6644959
1989,HTI,6784161
1990,HTI,6925331
1991,HTI,7066055
1992,HTI,7205780
1993,HTI,7345940
1994,HTI,7486091
1995,HTI,7627316
1996,HTI,7770593
1997,HTI,7915172
1998,HTI,8060896
1999,HTI,8208941
2000,HTI,8360225
2001,HTI,8511728
2002,HTI,8661546
2003,HTI,8812245
2004,HTI,8961489
2005,HTI,9111900
2006,HTI,9266288
2007,HTI,9420826
2008,HTI,9575247
2009,HTI,9730638
2010,HTI,9842880
2011,HTI,9954312
2012,HTI,10108539
2013,HTI,10261206
1960,HUN,9983967
1961,HUN,10029321
1962,HUN,10061734
1963,HUN,10087947
1964,HUN,10119835
1965,HUN,10147935
1966,HUN,10178653
1967,HUN,10216604
1968,HUN,10255815
1969,HUN,10298723
1970,HUN,10337910
1971,HUN,10367537
1972,HUN,10398489
1973,HUN,10432055
1974,HUN,10478720
1975,HUN,10540525
1976,HUN,10598677
1977,HUN,10648031
1978,HUN,10684822
1979,HUN,10704152
1980,HUN,10711122
1981,HUN,10711848
1982,HUN,10705535
1983,HUN,10689463
1984,HUN,10668095
1985,HUN,10648713
1986,HUN,10630564
1987,HUN,10612741
1988,HUN,10596487
1989,HUN,10481719
1990,HUN,10373988
1991,HUN,10373400
1992,HUN,10369341
1993,HUN,10357523
1994,HUN,10343355
1995,HUN,10328965
1996,HUN,10311238
1997,HUN,10290486
1998,HUN,10266570
1999,HUN,10237530
2000,HUN,10210971
2001,HUN,10187576
2002,HUN,10158608
2003,HUN,10129552
2004,HUN,10107146
2005,HUN,10087065
2006,HUN,10071370
2007,HUN,10055780
2008,HUN,10038188
2009,HUN,10022650
2010,HUN,10000023
2011,HUN,9971727
2012,HUN,9920362
2013,HUN,9893082
1960,IDN,88382881
1961,IDN,90816938
1962,IDN,93345489
1963,IDN,95962527
1964,IDN,98675061
1965,IDN,101157868
1966,IDN,103561105
1967,IDN,106260749
1968,IDN,109138723
1969,IDN,112149246
1970,IDN,115228394
1971,IDN,118347135
1972,IDN,121504145
1973,IDN,124709058
1974,IDN,127945196
1975,IDN,131213215
1976,IDN,134521025
1977,IDN,137861540
1978,IDN,141250964
1979,IDN,144693087
1980,IDN,148177096
1981,IDN,151686337
1982,IDN,155228658
1983,IDN,158790611
1984,IDN,162331962
1985,IDN,165791694
1986,IDN,169135273
1987,IDN,172421390
1988,IDN,175694647
1989,IDN,178949174
1990,IDN,182159874
1991,IDN,185361228
1992,IDN,188558416
1993,IDN,191737287
1994,IDN,194928533
1995,IDN,198140162
1996,IDN,201373791
1997,IDN,204628007
1998,IDN,207855486
1999,IDN,210996910
2000,IDN,214072421
2001,IDN,217112437
2002,IDN,220115092
2003,IDN,223080121
2004,IDN,225938595
2005,IDN,228805144
2006,IDN,231797427
2007,IDN,234858289
2008,IDN,237936543
2009,IDN,240981299
2010,IDN,244016173
2011,IDN,247099697
2012,IDN,250222695
2013,IDN,253275918
1960,IMN,48793
1961,IMN,48422
1962,IMN,48669
1963,IMN,49131
1964,IMN,49597
1965,IMN,50057
1966,IMN,50718
1967,IMN,51731
1968,IMN,52910
1969,IMN,54099
1970,IMN,55298
1971,IMN,56431
1972,IMN,57419
1973,IMN,58325
1974,IMN,59179
1975,IMN,59949
1976,IMN,60701
1977,IMN,61506
1978,IMN,62333
1979,IMN,63172
1980,IMN,64022
1981,IMN,64558
1982,IMN,64654
1983,IMN,64598
1984,IMN,64500
1985,IMN,64376
1986,IMN,64663
1987,IMN,65554
1988,IMN,66636
1989,IMN,67740
1990,IMN,68865
1991,IMN,69770
1992,IMN,70307
1993,IMN,70710
1994,IMN,71094
1995,IMN,71454
1996,IMN,71981
1997,IMN,72793
1998,IMN,73727
1999,IMN,74668
2000,IMN,75562
2001,IMN,76398
2002,IMN,77183
2003,IMN,77939
2004,IMN,78677
2005,IMN,79415
2006,IMN,80228
2007,IMN,81100
2008,IMN,81997
2009,IMN,82915
2010,IMN,83828
2011,IMN,84350
2012,IMN,84338
2013,IMN,84144
1960,IND,445954579
1961,IND,456351876
1962,IND,467024193
1963,IND,477933619
1964,IND,489059309
1965,IND,500114346
1966,IND,510992617
1967,IND,521987069
1968,IND,533431909
1969,IND,545314670
1970,IND,557501301
1971,IND,569999178
1972,IND,582837973
1973,IND,596107483
1974,IND,609721951
1975,IND,623524219
1976,IND,637451448
1977,IND,651685628
1978,IND,666267760
1979,IND,681248383
1980,IND,696828385
1981,IND,712869298
1982,IND,729169466
1983,IND,745826546
1984,IND,762895156
1985,IND,780242084
1986,IND,797878993
1987,IND,815716125
1988,IND,833729681
1989,IND,852012673
1990,IND,870452165
1991,IND,888941756
1992,IND,907574049
1993,IND,926351297
1994,IND,945261958
1995,IND,964279129
1996,IND,983281218
1997,IND,1002335230
1998,IND,1021434576
1999,IND,1040500054
2000,IND,1059633675
2001,IND,1078970907
2002,IND,1098313039
2003,IND,1117415123
2004,IND,1136264583
2005,IND,1154638713
2006,IND,1172373788
2007,IND,1189691809
2008,IND,1206734806
2009,IND,1223640160
2010,IND,1240613620
2011,IND,1257621191
2012,IND,1274487215
2013,IND,1291132063
1960,IRL,2828600
1961,IRL,2824400
1962,IRL,2836050
1963,IRL,2852650
1964,IRL,2866550
1965,IRL,2877300
1966,IRL,2888800
1967,IRL,2902450
1968,IRL,2915550
1969,IRL,2932650
1970,IRL,2957250
1971,IRL,2992050
1972,IRL,3036850
1973,IRL,3085950
1974,IRL,3137500
1975,IRL,3189550
1976,IRL,3238050
1977,IRL,3282200
1978,IRL,3329100
1979,IRL,3373750
1980,IRL,3412800
1981,IRL,3453000
1982,IRL,3485800
1983,IRL,3510600
1984,IRL,3532423
1985,IRL,3538082
1986,IRL,3539690
1987,IRL,3540057
1988,IRL,3524949
1989,IRL,3511009
1990,IRL,3513974
1991,IRL,3534235
1992,IRL,3558430
1993,IRL,3576261
1994,IRL,3590386
1995,IRL,3608841
1996,IRL,3637510
1997,IRL,3674171
1998,IRL,3712696
1999,IRL,3754786
2000,IRL,3805174
2001,IRL,3866243
2002,IRL,3931947
2003,IRL,3996521
2004,IRL,4070262
2005,IRL,4159914
2006,IRL,4273591
2007,IRL,4398942
2008,IRL,4489544
2009,IRL,4535375
2010,IRL,4560155
2011,IRL,4580084
2012,IRL,4599533
2013,IRL,4623816
1960,IRN,21388806
1961,IRN,21983622
1962,IRN,22605050
1963,IRN,23259094
1964,IRN,23948624
1965,IRN,24667026
1966,IRN,25398700
1967,IRN,26133341
1968,IRN,26875302
1969,IRN,27643685
1970,IRN,28449705
1971,IRN,29273682
1972,IRN,30111574
1973,IRN,30981898
1974,IRN,31895534
1975,IRN,32856976
1976,IRN,33841060
1977,IRN,34876497
1978,IRN,35993661
1979,IRN,37205013
1980,IRN,38520664
1981,IRN,40476251
1982,IRN,42500030
1983,IRN,44027986
1984,IRN,45628402
1985,IRN,47266160
1986,IRN,48913237
1987,IRN,50541490
1988,IRN,52111868
1989,IRN,53644736
1990,IRN,55793629
1991,IRN,57990883
1992,IRN,59372016
1993,IRN,59755430
1994,IRN,59985749
1995,IRN,60794809
1996,IRN,61598378
1997,IRN,62480533
1998,IRN,63461421
1999,IRN,64474745
2000,IRN,65544383
2001,IRN,66674851
2002,IRN,67327117
2003,IRN,67954699
2004,IRN,69061674
2005,IRN,70182594
2006,IRN,71275760
2007,IRN,72319418
2008,IRN,73318394
2009,IRN,74322685
2010,IRN,75373855
2011,IRN,76342971
2012,IRN,77324451
2013,IRN,78458928
1960,IRQ,7084678
1961,IRQ,7260714
1962,IRQ,7481832
1963,IRQ,7735824
1964,IRQ,7997655
1965,IRQ,8270544
1966,IRQ,8553883
1967,IRQ,8848502
1968,IRQ,9156132
1969,IRQ,9476737
1970,IRQ,9811347
1971,IRQ,10154928
1972,IRQ,10507315
1973,IRQ,10872139
1974,IRQ,11243146
1975,IRQ,11617622
1976,IRQ,11999342
1977,IRQ,12400190
1978,IRQ,12819707
1979,IRQ,13233830
1980,IRQ,13653369
1981,IRQ,14067260
1982,IRQ,14467682
1983,IRQ,14903737
1984,IRQ,15377032
1985,IRQ,15753856
1986,IRQ,16148221
1987,IRQ,16598019
1988,IRQ,16987346
1989,IRQ,17442590
1990,IRQ,17658381
1991,IRQ,17846378
1992,IRQ,18385673
1993,IRQ,19295818
1994,IRQ,20248073
1995,IRQ,20948858
1996,IRQ,21639332
1997,IRQ,22330770
1998,IRQ,23053488
1999,IRQ,23820734
2000,IRQ,24628858
2001,IRQ,25425663
2002,IRQ,26255343
2003,IRQ,27068823
2004,IRQ,27858948
2005,IRQ,28698684
2006,IRQ,28905607
2007,IRQ,28660887
2008,IRQ,29218381
2009,IRQ,30289040
2010,IRQ,31264875
2011,IRQ,32378061
2012,IRQ,33864447
2013,IRQ,35481800
1960,ISL,175574
1961,ISL,179029
1962,ISL,182378
1963,ISL,185653
1964,ISL,188983
1965,ISL,192286
1966,ISL,195570
1967,ISL,198751
1968,ISL,201488
1969,ISL,203369
1970,ISL,204438
1971,ISL,206098
1972,ISL,209137
1973,ISL,212317
1974,ISL,215209
1975,ISL,217979
1976,ISL,220154
1977,ISL,221799
1978,ISL,223537
1979,ISL,225735
1980,ISL,228138
1981,ISL,230755
1982,ISL,233860
1983,ISL,236977
1984,ISL,239511
1985,ISL,241405
1986,ISL,243180
1987,ISL,245859
1988,ISL,249740
1989,ISL,252852
1990,ISL,254826
1991,ISL,257797
1992,ISL,261057
1993,ISL,263725
1994,ISL,266021
1995,ISL,267468
1996,ISL,268916
1997,ISL,271128
1998,ISL,274047
1999,ISL,277381
2000,ISL,281205
2001,ISL,284968
2002,ISL,287523
2003,ISL,289521
2004,ISL,292074
2005,ISL,296734
2006,ISL,303782
2007,ISL,311566
2008,ISL,317414
2009,ISL,318499
2010,ISL,318041
2011,ISL,319014
2012,ISL,320716
2013,ISL,323764
1960,ISR,2114020
1961,ISR,2185000
1962,ISR,2293000
1963,ISR,2379000
1964,ISR,2475000
1965,ISR,2563000
1966,ISR,2629000
1967,ISR,2745000
1968,ISR,2803000
1969,ISR,2877000
1970,ISR,2974000
1971,ISR,3069000
1972,ISR,3148000
1973,ISR,3278000
1974,ISR,3377000
1975,ISR,3455000
1976,ISR,3533000
1977,ISR,3613000
1978,ISR,3690000
1979,ISR,3786000
1980,ISR,3878000
1981,ISR,3956000
1982,ISR,4031000
1983,ISR,4105000
1984,ISR,4159000
1985,ISR,4233000
1986,ISR,4299000
1987,ISR,4369000
1988,ISR,4442000
1989,ISR,4518000
1990,ISR,4660000
1991,ISR,4949000
1992,ISR,5123000
1993,ISR,5261000
1994,ISR,5399000
1995,ISR,5545000
1996,ISR,5692000
1997,ISR,5836000
1998,ISR,5971000
1999,ISR,6125000
2000,ISR,6289000
2001,ISR,6439000
2002,ISR,6570000
2003,ISR,6689700
2004,ISR,6809000
2005,ISR,6930100
2006,ISR,7053700
2007,ISR,7180100
2008,ISR,7308800
2009,ISR,7485600
2010,ISR,7623600
2011,ISR,7765800
2012,ISR,7910500
2013,ISR,8059500
1960,ITA,50199700
1961,ITA,50536350
1962,ITA,50879450
1963,ITA,51252000
1964,ITA,51675350
1965,ITA,52112350
1966,ITA,52519000
1967,ITA,52900500
1968,ITA,53235750
1969,ITA,53537950
1970,ITA,53821850
1971,ITA,54073490
1972,ITA,54381345
1973,ITA,54751406
1974,ITA,55110868
1975,ITA,55441001
1976,ITA,55718260
1977,ITA,55955411
1978,ITA,56155143
1979,ITA,56317749
1980,ITA,56433883
1981,ITA,56501675
1982,ITA,56543548
1983,ITA,56564074
1984,ITA,56576718
1985,ITA,56593071
1986,ITA,56596155
1987,ITA,56601931
1988,ITA,56629288
1989,ITA,56671781
1990,ITA,56719240
1991,ITA,56758521
1992,ITA,56797087
1993,ITA,56831821
1994,ITA,56843400
1995,ITA,56844303
1996,ITA,56860281
1997,ITA,56890372
1998,ITA,56906744
1999,ITA,56916317
2000,ITA,56942108
2001,ITA,56974100
2002,ITA,57059007
2003,ITA,57313203
2004,ITA,57685327
2005,ITA,57969484
2006,ITA,58143979
2007,ITA,58438310
2008,ITA,58826731
2009,ITA,59095365
2010,ITA,59277417
2011,ITA,59379449
2012,ITA,59539717
2013,ITA,60233948
1960,JAM,1642331
1961,JAM,1663754
1962,JAM,1683761
1963,JAM,1703868
1964,JAM,1725181
1965,JAM,1746977
1966,JAM,1768803
1967,JAM,1790580
1968,JAM,1812209
1969,JAM,1834615
1970,JAM,1859091
1971,JAM,1886143
1972,JAM,1915299
1973,JAM,1945320
1974,JAM,1974880
1975,JAM,2003094
1976,JAM,2029486
1977,JAM,2054927
1978,JAM,2080485
1979,JAM,2106937
1980,JAM,2135546
1981,JAM,2166657
1982,JAM,2199606
1983,JAM,2232782
1984,JAM,2264095
1985,JAM,2292030
1986,JAM,2315871
1987,JAM,2336245
1988,JAM,2354805
1989,JAM,2373365
1990,JAM,2392030
1991,JAM,2411867
1992,JAM,2434574
1993,JAM,2459062
1994,JAM,2484182
1995,JAM,2509372
1996,JAM,2532894
1997,JAM,2554954
1998,JAM,2576567
1999,JAM,2596271
2000,JAM,2612205
2001,JAM,2625405
2002,JAM,2638244
2003,JAM,2651027
2004,JAM,2664024
2005,JAM,2676863
2006,JAM,2689660
2007,JAM,2701221
2008,JAM,2711373
2009,JAM,2722401
2010,JAM,2733896
2011,JAM,2746169
2012,JAM,2759817
2013,JAM,2773129
1960,JOR,847936
1961,JOR,891848
1962,JOR,934615
1963,JOR,978607
1964,JOR,1029447
1965,JOR,1093474
1966,JOR,1172770
1967,JOR,1265680
1968,JOR,1366644
1969,JOR,1466428
1970,JOR,1557374
1971,JOR,1636320
1972,JOR,1704787
1973,JOR,1767414
1974,JOR,1827584
1975,JOR,1886636
1976,JOR,1945141
1977,JOR,2005418
1978,JOR,2069104
1979,JOR,2138078
1980,JOR,2216903
1981,JOR,2306655
1982,JOR,2406349
1983,JOR,2514785
1984,JOR,2629939
1985,JOR,2751492
1986,JOR,2879799
1987,JOR,3014694
1988,JOR,3157177
1989,JOR,3310954
1990,JOR,3480587
1991,JOR,3666379
1992,JOR,3866887
1993,JOR,4075759
1994,JOR,4278166
1995,JOR,4458195
1996,JOR,4608676
1997,JOR,4733665
1998,JOR,4844403
1999,JOR,4950775
2000,JOR,5056174
2001,JOR,5163310
2002,JOR,5275532
2003,JOR,5396117
2004,JOR,5532423
2005,JOR,5678534
2006,JOR,6075548
2007,JOR,6473457
2008,JOR,6632873
2009,JOR,6780493
2010,JOR,6931258
2011,JOR,7109980
2012,JOR,7211863
2013,JOR,7694814
1960,JPN,93216000
1961,JPN,94055000
1962,JPN,94933000
1963,JPN,95900000
1964,JPN,96903000
1965,JPN,97952000
1966,JPN,98851000
1967,JPN,99879000
1968,JPN,101011000
1969,JPN,102219000
1970,JPN,103403000
1971,JPN,105697000
1972,JPN,107188000
1973,JPN,108707000
1974,JPN,110162000
1975,JPN,111573000
1976,JPN,112775000
1977,JPN,113872000
1978,JPN,114913000
1979,JPN,115890000
1980,JPN,116807000
1981,JPN,117661000
1982,JPN,118480000
1983,JPN,119307000
1984,JPN,120083000
1985,JPN,120837000
1986,JPN,121482000
1987,JPN,122069000
1988,JPN,122578000
1989,JPN,123069000
1990,JPN,123478000
1991,JPN,123964000
1992,JPN,124425000
1993,JPN,124829000
1994,JPN,125178000
1995,JPN,125472000
1996,JPN,125757000
1997,JPN,126057000
1998,JPN,126400000
1999,JPN,126631000
2000,JPN,126843000
2001,JPN,127149000
2002,JPN,127445000
2003,JPN,127718000
2004,JPN,127761000
2005,JPN,127773000
2006,JPN,127854000
2007,JPN,128001000
2008,JPN,128063000
2009,JPN,128047000
2010,JPN,128070000
2011,JPN,127833000
2012,JPN,127629000
2013,JPN,127445000
1960,KAZ,9319283
1961,KAZ,9639302
1962,KAZ,9959414
1963,KAZ,10277790
1964,KAZ,10590934
1965,KAZ,10897644
1966,KAZ,11197568
1967,KAZ,11491228
1968,KAZ,11777849
1969,KAZ,12042478
1970,KAZ,12265305
1971,KAZ,12444338
1972,KAZ,12611997
1973,KAZ,12789985
1974,KAZ,12972497
1975,KAZ,13158942
1976,KAZ,13346173
1977,KAZ,13543521
1978,KAZ,13750291
1979,KAZ,13957795
1980,KAZ,14172710
1981,KAZ,14397391
1982,KAZ,14634179
1983,KAZ,14885966
1984,KAZ,15147590
1985,KAZ,15413315
1986,KAZ,15721289
1987,KAZ,16072478
1988,KAZ,16430590
1989,KAZ,16249500
1990,KAZ,16348000
1991,KAZ,16451711
1992,KAZ,16439095
1993,KAZ,16380672
1994,KAZ,16145766
1995,KAZ,15816243
1996,KAZ,15578227
1997,KAZ,15334405
1998,KAZ,15071640
1999,KAZ,14928374
2000,KAZ,14883626
2001,KAZ,14858335
2002,KAZ,14858948
2003,KAZ,14909019
2004,KAZ,15012984
2005,KAZ,15147029
2006,KAZ,15308085
2007,KAZ,15484192
2008,KAZ,15776938
2009,KAZ,16092822
2010,KAZ,16321872
2011,KAZ,16557202
2012,KAZ,16792090
2013,KAZ,17035551
1960,KEN,7751435
1961,KEN,8047470
1962,KEN,8363578
1963,KEN,8697200
1964,KEN,9047387
1965,KEN,9417207
1966,KEN,9802605
1967,KEN,10201068
1968,KEN,10613877
1969,KEN,11039551
1970,KEN,11473087
1971,KEN,11898457
1972,KEN,12322903
1973,KEN,12760405
1974,KEN,13203949
1975,KEN,13651908
1976,KEN,14102268
1977,KEN,14577346
1978,KEN,15087423
1979,KEN,15620613
1980,KEN,16187124
1981,KEN,16785962
1982,KEN,17411491
1983,KEN,18069461
1984,KEN,18753176
1985,KEN,19452161
1986,KEN,20160879
1987,KEN,20882094
1988,KEN,21626122
1989,KEN,22387803
1990,KEN,23162269
1991,KEN,23918235
1992,KEN,24655723
1993,KEN,25391830
1994,KEN,26133744
1995,KEN,26878347
1996,KEN,27615736
1997,KEN,28364264
1998,KEN,29137373
1999,KEN,29965129
2000,KEN,30851606
2001,KEN,31800343
2002,KEN,32779823
2003,KEN,33767122
2004,KEN,34791836
2005,KEN,35843010
2006,KEN,36925253
2007,KEN,38036793
2008,KEN,39186895
2009,KEN,40364444
2010,KEN,41517895
2011,KEN,42635144
2012,KEN,43725806
2013,KEN,44792368
1960,KGZ,2172300
1961,KGZ,2255900
1962,KGZ,2333400
1963,KGZ,2413700
1964,KGZ,2495300
1965,KGZ,2573300
1966,KGZ,2655300
1967,KGZ,2736500
1968,KGZ,2818300
1969,KGZ,2894800
1970,KGZ,2959900
1971,KGZ,3022300
1972,KGZ,3088200
1973,KGZ,3153800
1974,KGZ,3223900
1975,KGZ,3292400
1976,KGZ,3358700
1977,KGZ,3423900
1978,KGZ,3487100
1979,KGZ,3552000
1980,KGZ,3617400
1981,KGZ,3685800
1982,KGZ,3759300
1983,KGZ,3838300
1984,KGZ,3916400
1985,KGZ,3990300
1986,KGZ,4066500
1987,KGZ,4144600
1988,KGZ,4218400
1989,KGZ,4307500
1990,KGZ,4391200
1991,KGZ,4463600
1992,KGZ,4515400
1993,KGZ,4516700
1994,KGZ,4515100
1995,KGZ,4560400
1996,KGZ,4628400
1997,KGZ,4696400
1998,KGZ,4769000
1999,KGZ,4840400
2000,KGZ,4898400
2001,KGZ,4945100
2002,KGZ,4990700
2003,KGZ,5043300
2004,KGZ,5104700
2005,KGZ,5162600
2006,KGZ,5218400
2007,KGZ,5268400
2008,KGZ,5318700
2009,KGZ,5383300
2010,KGZ,5447900
2011,KGZ,5514600
2012,KGZ,5607200
2013,KGZ,5719600
1960,KHM,5541676
1961,KHM,5664654
1962,KHM,5788854
1963,KHM,5913680
1964,KHM,6040847
1965,KHM,6170727
1966,KHM,6299230
1967,KHM,6426445
1968,KHM,6553109
1969,KHM,6679708
1970,KHM,6708525
1971,KHM,6696324
1972,KHM,6766289
1973,KHM,6852360
1974,KHM,6913408
1975,KHM,6727922
1976,KHM,6307122
1977,KHM,6040197
1978,KHM,5961193
1979,KHM,6051808
1980,KHM,6198959
1981,KHM,6364472
1982,KHM,6619699
1983,KHM,6881962
1984,KHM,7133899
1985,KHM,7376090
1986,KHM,7661317
1987,KHM,7975597
1988,KHM,8269780
1989,KHM,8570928
1990,KHM,8910808
1991,KHM,9259362
1992,KHM,9718215
1993,KHM,10243550
1994,KHM,10636353
1995,KHM,10919528
1996,KHM,11182612
1997,KHM,11431569
1998,KHM,11669077
1999,KHM,11899006
2000,KHM,12118841
2001,KHM,12338192
2002,KHM,12561779
2003,KHM,12787710
2004,KHM,13016371
2005,KHM,13246583
2006,KHM,13477779
2007,KHM,13714791
2008,KHM,13943888
2009,KHM,14155740
2010,KHM,14363532
2011,KHM,14573885
2012,KHM,14786640
2013,KHM,14999683
